Location (from NCBI, GRCh38 (hg38))	Cyto Location	Gene	Dosage Data	Gene Name	Gene MIM#	Phenotype	Inheritance	Phenotype MIM#	Chromosome	Start	End
chr20:33,811,348-33,854,366	20q11.22	CHMP4B	Yes	charged multivesicular body protein 4B	610897	Cataract 31, multiple types	Autosomal dominant	605387	chr20	33811348	33854366
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	?Acromesomelic dysplasia 2C, Hunter-Thompson type	Autosomal recessive	201250	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	{Osteoarthritis-5}	Autosomal recessive	612400	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Acromesomelic dysplasia 2A	Autosomal recessive	200700	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Acromesomelic dysplasia 2B	Autosomal recessive	228900	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Brachydactyly, type A1, C	Autosomal dominant, Autosomal recessive	615072	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Brachydactyly, type A2	Autosomal dominant	112600	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Brachydactyly, type C	Autosomal dominant	113100	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Multiple synostoses syndrome 2	Autosomal dominant	610017	chr20	35433347	35454749
chr20:35,433,347-35,454,749	20q11.22	GDF5	Yes	growth differentiation factor 5	601146	Symphalangism, proximal, 1B	Autosomal dominant	615298	chr20	35433347	35454749
chr20:35,648,925-35,664,900	20q11.22	RBM12	Yes	RNA binding motif protein 12	607179	{Schizophrenia 19, susceptibility to}	Autosomal dominant	617629	chr20	35648925	35664900
chr20:36,091,414-36,232,799	20q11.23	EPB41L1	Yes	erythrocyte membrane protein band 4.1 like 1	602879	?Intellectual developmental disorder, autosomal dominant 11	Autosomal dominant	614257	chr20	36091414	36232799
chr20:36,889,773-36,951,708	20q11.23	SAMHD1	Yes	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	606754	?Chilblain lupus 2	Autosomal dominant	614415	chr20	36889773	36951708
chr20:36,889,773-36,951,708	20q11.23	SAMHD1	Yes	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	606754	Aicardi-Goutieres syndrome 5	Autosomal recessive	612952	chr20	36889773	36951708
chr20:37,344,699-37,406,050	20q11.23	SRC	Yes	SRC proto-oncogene, non-receptor tyrosine kinase	190090	?Thrombocytopenia 6	Autosomal dominant	616937	chr20	37344699	37406050
chr20:37,344,699-37,406,050	20q11.23	SRC	Yes	SRC proto-oncogene, non-receptor tyrosine kinase	190090	Colon cancer, advanced, somatic	Autosomal dominant	114500	chr20	37344699	37406050
chr20:38,724,486-38,729,372	20q11.23	SLC32A1	Yes	solute carrier family 32 member 1	616440	Developmental and epileptic encephalopathy 114	Autosomal dominant	620774	chr20	38724486	38729372
chr20:38,724,486-38,729,372	20q11.23	SLC32A1	Yes	solute carrier family 32 member 1	616440	Generalized epilepsy with febrile seizures plus, type 12	Autosomal dominant	620755	chr20	38724486	38729372
chr20:40,685,848-40,689,236	20q12	MAFB	Yes	MAF bZIP transcription factor B	608968	Duane retraction syndrome 3	Autosomal dominant	617041	chr20	40685848	40689236
chr20:40,685,848-40,689,236	20q12	MAFB	Yes	MAF bZIP transcription factor B	608968	Multicentric carpotarsal osteolysis syndrome	Autosomal dominant	166300	chr20	40685848	40689236
chr20:41,137,543-41,177,626	20q12	PLCG1	Yes	phospholipase C gamma 1	172420	?Immune dysregulation, autoimmunity, and autoinflammation	Autosomal dominant	620514	chr20	41137543	41177626
chr20:44,106,590-44,187,188	20q13.12	JPH2	Yes	junctophilin 2	605267	Cardiomyopathy, dilated, 2E	Autosomal recessive	619492	chr20	44106590	44187188
chr20:44,106,590-44,187,188	20q13.12	JPH2	Yes	junctophilin 2	605267	Cardiomyopathy, hypertrophic, 17	Autosomal dominant	613873	chr20	44106590	44187188
chr20:44,355,699-44,434,596	20q13.12	HNF4A	Yes	hepatocyte nuclear factor 4 alpha	600281	{Diabetes mellitus, noninsulin-dependent}	Autosomal dominant	125853	chr20	44355699	44434596
chr20:44,355,699-44,434,596	20q13.12	HNF4A	Yes	hepatocyte nuclear factor 4 alpha	600281	Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young	Autosomal dominant	616026	chr20	44355699	44434596
chr20:44,355,699-44,434,596	20q13.12	HNF4A	Yes	hepatocyte nuclear factor 4 alpha	600281	MODY, type I	Autosomal dominant	125850	chr20	44355699	44434596
chr20:45,416,141-45,426,241	20q13.12	PIGT	Yes	phosphatidylinositol glycan anchor biosynthesis class T	610272	?Paroxysmal nocturnal hemoglobinuria 2	Autosomal dominant, Somatic mutation	615399	chr20	45416141	45426241
chr20:45,416,141-45,426,241	20q13.12	PIGT	Yes	phosphatidylinositol glycan anchor biosynthesis class T	610272	Multiple congenital anomalies-hypotonia-seizures syndrome 3	Autosomal recessive	615398	chr20	45416141	45426241
chr20:45,823,214-45,833,306	20q13.12	TNNC2	Yes	troponin C2, fast skeletal type	191039	Congenital myopathy 15	Autosomal dominant	620161	chr20	45823214	45833306
chr20:46,021,686-46,060,150	20q13.12	SLC12A5	Yes	solute carrier family 12 member 5	606726	{Epilepsy, idiopathic generalized, susceptibility to, 14}	Autosomal dominant	616685	chr20	46021686	46060150
chr20:46,021,686-46,060,150	20q13.12	SLC12A5	Yes	solute carrier family 12 member 5	606726	Developmental and epileptic encephalopathy 34	Autosomal recessive	616645	chr20	46021686	46060150
chr20:49,363,877-49,483,362	20q13.13	KCNB1	Yes	potassium voltage-gated channel subfamily B member 1	600397	Developmental and epileptic encephalopathy 26	Autosomal dominant	616056	chr20	49363877	49483362
chr20:50,510,383-50,585,241	20q13.13	PTPN1	Yes	protein tyrosine phosphatase non-receptor type 1	176885	{Insulin resistance, susceptibility to}	Autosomal dominant	125853	chr20	50510383	50585241
chr20:50,888,918-50,931,437	20q13.13	ADNP	Yes	activity dependent neuroprotector homeobox	611386	Helsmoortel-van der Aa syndrome	Autosomal dominant	615873	chr20	50888918	50931437
chr20:51,782,331-51,802,521	20q13.2	SALL4	Yes	spalt like transcription factor 4	607343	?IVIC syndrome	Autosomal dominant	147750	chr20	51782331	51802521
chr20:51,782,331-51,802,521	20q13.2	SALL4	Yes	spalt like transcription factor 4	607343	Duane-radial ray syndrome	Autosomal dominant	607323	chr20	51782331	51802521
chr20:56,369,390-56,392,215	20q13.2	AURKA	Yes	aurora kinase A	603072	{Colon cancer, susceptibility to}	Autosomal dominant, Somatic mutation	114500	chr20	56369390	56392215
chr20:58,389,229-58,451,101	20q13.32	VAPB	Yes	VAMP associated protein B and C	605704	Amyotrophic lateral sclerosis 8	Autosomal dominant	608627	chr20	58389229	58451101
chr20:58,389,229-58,451,101	20q13.32	VAPB	Yes	VAMP associated protein B and C	605704	Spinal muscular atrophy, late-onset, Finkel type	Autosomal dominant	182980	chr20	58389229	58451101
chr20:58,651,283-58,679,526	20q13.32	STX16	Yes	syntaxin 16	603666	Pseudohypoparathyroidism Ib	Autosomal dominant	603233	chr20	58651283	58679526
chr20:58,818,918-58,850,902 (I)	20q13.32	GNAS-AS1	Yes	GNAS antisense RNA 1	610540	Pseudohypoparathyroidism Ib	Autosomal dominant	603233	chr20	58818918	58850902 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	ACTH-independent macronodular adrenal hyperplasia	Somatic mutation	219080	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	McCune-Albright syndrome, somatic, mosaic	Somatic mutation	174800	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	Osseous heteroplasia, progressive	Autosomal dominant	166350	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	Pituitary adenoma 3, multiple types, somatic	Autosomal dominant	617686	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	Pseudohypoparathyroidism Ia	Autosomal dominant	103580	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	Pseudohypoparathyroidism Ib	Autosomal dominant	603233	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	Pseudohypoparathyroidism Ic	Autosomal dominant	612462	chr20	58839748	58911192 
chr20:58,839,748-58,911,192 (I)	20q13.32	GNAS	Yes	GNAS complex locus	139320	Pseudopseudohypoparathyroidism	Autosomal dominant	612463	chr20	58839748	58911192 
chr20:59,016,438-59,026,654	20q13.32	TUBB1	Yes	tubulin beta 1 class VI	612901	Macrothrombocytopenia, isolated, 1, autosomal dominant	Autosomal dominant	613112	chr20	59016438	59026654
chr20:59,300,611-59,325,992	20q13.32	EDN3	Yes	endothelin 3	131242	{Hirschsprung disease, susceptibility to, 4}	Autosomal dominant	613712	chr20	59300611	59325992
chr20:59,300,611-59,325,992	20q13.32	EDN3	Yes	endothelin 3	131242	Waardenburg syndrome, type 4B	Autosomal dominant, Autosomal recessive	613265	chr20	59300611	59325992
chr20:59,863,571-59,933,637	20q13.33	SYCP2	Yes	synaptonemal complex protein 2	604105	Spermatogenic failure 1	Autosomal dominant	258150	chr20	59863571	59933637
chr20:61,974,798-62,065,881	20q13.33	TAF4	Yes	TATA-box binding protein associated factor 4	601796	Intellectual developmental disorder, autosomal dominant 73	Autosomal dominant	620450	chr20	61974798	62065881
chr20:62,238,521-62,296,183	20q13.33	OSBPL2	Yes	oxysterol binding protein like 2	606731	Deafness, autosomal dominant 67	Autosomal dominant	616340	chr20	62238521	62296183
chr20:62,463,497-62,475,995	20q13.33	GATA5	Yes	GATA binding protein 5	611496	Congenital heart defects, multiple types, 5	Autosomal dominant, Autosomal recessive	617912	chr20	62463497	62475995
chr20:62,816,213-62,841,159	20q13.33	COL9A3	Yes	collagen type IX alpha 3 chain	120270	{Intervertebral disc disease, susceptibility to}	Autosomal dominant, Autosomal recessive	603932	chr20	62816213	62841159
chr20:62,816,213-62,841,159	20q13.33	COL9A3	Yes	collagen type IX alpha 3 chain	120270	Epiphyseal dysplasia, multiple, 3, with or without myopathy	Autosomal dominant	600969	chr20	62816213	62841159
chr20:62,816,213-62,841,159	20q13.33	COL9A3	Yes	collagen type IX alpha 3 chain	120270	Stickler syndrome, type VI	Autosomal recessive	620022	chr20	62816213	62841159
chr20:62,952,709-62,969,585	20q13.33	SLC17A9	Yes	solute carrier family 17 member 9	612107	Porokeratosis 8, disseminated superficial actinic type	Autosomal dominant	616063	chr20	62952709	62969585
chr20:63,343,223-63,361,349	20q13.33	CHRNA4	Yes	cholinergic receptor nicotinic alpha 4 subunit	118504	{Nicotine addiction, susceptibility to}	Autosomal dominant	188890	chr20	63343223	63361349
chr20:63,343,223-63,361,349	20q13.33	CHRNA4	Yes	cholinergic receptor nicotinic alpha 4 subunit	118504	Epilepsy, nocturnal frontal lobe, 1	Autosomal dominant	600513	chr20	63343223	63361349
chr20:63,400,208-63,472,655	20q13.33	KCNQ2	Yes	potassium voltage-gated channel subfamily Q member 2	602235	Developmental and epileptic encephalopathy 7	Autosomal dominant	613720	chr20	63400208	63472655
chr20:63,400,208-63,472,655	20q13.33	KCNQ2	Yes	potassium voltage-gated channel subfamily Q member 2	602235	Myokymia	Autosomal dominant	121200	chr20	63400208	63472655
chr20:63,400,208-63,472,655	20q13.33	KCNQ2	Yes	potassium voltage-gated channel subfamily Q member 2	602235	Seizures, benign neonatal, 1	Autosomal dominant	121200	chr20	63400208	63472655
chr20:63,488,014-63,499,083	20q13.33	EEF1A2	Yes	eukaryotic translation elongation factor 1 alpha 2	602959	Developmental and epileptic encephalopathy 33	Autosomal dominant	616409	chr20	63488014	63499083
chr20:63,488,014-63,499,083	20q13.33	EEF1A2	Yes	eukaryotic translation elongation factor 1 alpha 2	602959	Intellectual developmental disorder, autosomal dominant 38	Autosomal dominant	616393	chr20	63488014	63499083
chr20:63,657,810-63,696,253	20q13.33	RTEL1	Yes	regulator of telomere elongation helicase 1	608833	Dyskeratosis congenita, autosomal dominant 4	Autosomal dominant, Autosomal recessive	615190	chr20	63657810	63696253
chr20:63,657,810-63,696,253	20q13.33	RTEL1	Yes	regulator of telomere elongation helicase 1	608833	Dyskeratosis congenita, autosomal recessive 5	Autosomal dominant, Autosomal recessive	615190	chr20	63657810	63696253
chr20:63,657,810-63,696,253	20q13.33	RTEL1	Yes	regulator of telomere elongation helicase 1	608833	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 3	Autosomal dominant	616373	chr20	63657810	63696253
chr20:63,895,126-63,936,011	20q13.33	DNAJC5	Yes	DnaJ heat shock protein family (Hsp40) member C5	611203	Ceroid lipofuscinosis, neuronal, 4 (Kufs type), autosomal dominant	Autosomal dominant	162350	chr20	63895126	63936011
chr20:63,981,132-64,033,100	20q13.33	PRPF6	Yes	pre-mRNA processing factor 6	613979	Retinitis pigmentosa 60	Autosomal dominant	613983	chr20	63981132	64033100
chr20:64,047,582-64,049,639	20q13.33	SOX18	Yes	SRY-box transcription factor 18	601618	Hypotrichosis-lymphedema-telangiectasia syndrome	Autosomal recessive	607823	chr20	64047582	64049639
chr20:64,047,582-64,049,639	20q13.33	SOX18	Yes	SRY-box transcription factor 18	601618	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	Autosomal dominant	137940	chr20	64047582	64049639
chr21:14,961,235-15,065,936	21q11.2-q21.1	NRIP1	NA	nuclear receptor interacting protein 1	602490	?Congenital anomalies of kidney and urinary tract 3	Autosomal dominant	618270	chr21	14961235	15065936
chr21:25,880,550-26,171,128	21q21.3	APP	Yes	amyloid beta precursor protein	104760	Alzheimer disease 1, familial	Autosomal dominant	104300	chr21	25880550	26171128
chr21:25,880,550-26,171,128	21q21.3	APP	Yes	amyloid beta precursor protein	104760	Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants	Autosomal dominant	605714	chr21	25880550	26171128
chr21:30,200,001-46,709,983 (S) (I)	21q22	BRDCS1	Yes	Braddock-Carey syndrome 1	619980	Braddock-Carey syndrome 1	Autosomal dominant	619980	chr21	30200001	46709983  
chr21:31,659,693-31,668,931	21q22.11	SOD1	Yes	superoxide dismutase 1	147450	Amyotrophic lateral sclerosis 1	Autosomal dominant, Autosomal recessive	105400	chr21	31659693	31668931
chr21:31,659,693-31,668,931	21q22.11	SOD1	Yes	superoxide dismutase 1	147450	Spastic tetraplegia and axial hypotonia, progressive	Autosomal recessive	618598	chr21	31659693	31668931
chr21:31,671,000-31,732,118	21q22.11	SCAF4	Yes	SR-related CTD associated factor 4	616023	Fliedner-Zweier syndrome	Autosomal dominant	620511	chr21	31671000	31732118
chr21:33,543,038-33,577,481	21q22.11	SON	Yes	SON DNA and RNA binding protein	182465	ZTTK syndrome	Autosomal dominant	617140	chr21	33543038	33577481
chr21:34,364,006-34,371,381	21q22.11	KCNE2	Yes	potassium voltage-gated channel subfamily E regulatory subunit 2	603796	Atrial fibrillation, familial, 4	Autosomal dominant	611493	chr21	34364006	34371381
chr21:34,364,006-34,371,381	21q22.11	KCNE2	Yes	potassium voltage-gated channel subfamily E regulatory subunit 2	603796	Long QT syndrome 6	Autosomal dominant	613693	chr21	34364006	34371381
chr21:34,446,688-34,512,210	21q22.12	KCNE1	Yes	potassium voltage-gated channel subfamily E regulatory subunit 1	176261	Jervell and Lange-Nielsen syndrome 2	Autosomal recessive	612347	chr21	34446688	34512210
chr21:34,446,688-34,512,210	21q22.12	KCNE1	Yes	potassium voltage-gated channel subfamily E regulatory subunit 1	176261	Long QT syndrome 5	Autosomal dominant	613695	chr21	34446688	34512210
chr21:34,787,801-35,049,302	21q22.12	RUNX1	Yes	RUNX family transcription factor 1	151385	Leukemia, acute myeloid	Autosomal dominant, Somatic mutation	601626	chr21	34787801	35049302
chr21:34,787,801-35,049,302	21q22.12	RUNX1	Yes	RUNX family transcription factor 1	151385	Platelet disorder, familial, with associated myeloid malignancy	Autosomal dominant	601399	chr21	34787801	35049302
chr21:37,365,573-37,526,358	21q22.13	DYRK1A	Yes	dual specificity tyrosine phosphorylation regulated kinase 1A	600855	Intellectual developmental disorder, autosomal dominant 7	Autosomal dominant	614104	chr21	37365573	37526358
chr21:37,607,373-37,916,457	21q22.13	KCNJ6	Yes	potassium inwardly rectifying channel subfamily J member 6	600877	Keppen-Lubinsky syndrome	Autosomal dominant	614098	chr21	37607373	37916457
chr21:38,367,261-38,661,783	21q22.2	ERG	Yes	ETS transcription factor ERG	165080	Lymphatic malformation 14	Autosomal dominant	620602	chr21	38367261	38661783
chr21:43,169,008-43,172,810	21q22.3	CRYAA	Yes	crystallin alpha A	123580	Cataract 9, multiple types	Autosomal dominant, Autosomal recessive	604219	chr21	43169008	43172810
chr21:43,414,483-43,427,131	21q22.3	SIK1	Yes	salt inducible kinase 1	605705	Developmental and epileptic encephalopathy 30	Autosomal dominant	616341	chr21	43414483	43427131
chr21:44,285,876-44,298,648	21q22.3	AIRE	Yes	autoimmune regulator	607358	Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia	Autosomal dominant, Autosomal recessive	240300	chr21	44285876	44298648
chr21:45,405,165-45,513,720	21q22.3	COL18A1	Yes	collagen type XVIII alpha 1 chain	120328	Glaucoma, primary closed-angle	Autosomal dominant	618880	chr21	45405165	45513720
chr21:45,405,165-45,513,720	21q22.3	COL18A1	Yes	collagen type XVIII alpha 1 chain	120328	Knobloch syndrome, type 1	Autosomal recessive	267750	chr21	45405165	45513720
chr21:45,981,770-46,005,048	21q22.3	COL6A1	Yes	collagen type VI alpha 1 chain	120220	Bethlem myopathy 1A	Autosomal dominant, Autosomal recessive	158810	chr21	45981770	46005048
chr21:45,981,770-46,005,048	21q22.3	COL6A1	Yes	collagen type VI alpha 1 chain	120220	Ullrich congenital muscular dystrophy 1A	Autosomal dominant, Autosomal recessive	254090	chr21	45981770	46005048
chr21:46,098,112-46,132,848	21q22.3	COL6A2	Yes	collagen type VI alpha 2 chain	120240	?Myosclerosis, congenital	Autosomal recessive	255600	chr21	46098112	46132848
chr21:46,098,112-46,132,848	21q22.3	COL6A2	Yes	collagen type VI alpha 2 chain	120240	Bethlem myopathy 1B	Autosomal dominant, Autosomal recessive	620725	chr21	46098112	46132848
chr21:46,098,112-46,132,848	21q22.3	COL6A2	Yes	collagen type VI alpha 2 chain	120240	Ullrich congenital muscular dystrophy 1B	Autosomal dominant, Autosomal recessive	620727	chr21	46098112	46132848
chr22:15,000,001-25,500,000 (I)	22q11	CECR	NA	Cat eye syndrome	115470	Cat eye syndrome	Autosomal dominant	115470	chr22	15000001	25500000 
